absCVPParea,absCVPParea_CI_bot,absCVPParea_CI_top,kendall,kendall_CI_bot,kendall_CI_top,method,feature,split
0.23776765461633884,0.013830088162325005,0.014273314283182709,-0.09362910771562051,0.04189433231782817,0.04410126847926079,sngp,mfp,test
0.32153300549353186,0.010429370458975795,0.010726264841396382,-0.00450847972425933,0.048876533162428654,0.04665778343239841,sngp,mordred,test
0.32525196039340776,0.011589015151515114,0.011253167641325501,0.004506046226491794,0.044046349079195496,0.04434042360769469,sngp,graphembed,test
0.0,0.0,0.0,0.0,0.0,0.0,sngp,graphnet,test
0.28634623648768387,0.01234692317916003,0.012012626262626225,0.16339918990549698,0.04459022708038589,0.046014518861417664,gp,mfp,test
0.08818230551125289,0.01952561802232855,0.019232577972709552,0.21762108740196212,0.046052048642877985,0.042918814361291746,gp,mordred,test
0.2209789673046252,0.01775677830940986,0.01618488614212299,0.11658768571254173,0.04782349930617767,0.04167589378527052,gp,graphembed,test
0.0,0.0,0.0,0.0,0.0,0.0,gp,graphnet,test
0.16530561093390037,0.02017170609604821,0.019315545808966883,0.09222380897313519,0.046917361984367474,0.04452611941320968,bnn,mfp,test
0.14988710570618463,0.02210268252702463,0.01981761695906431,0.06793726810880615,0.04638672957504536,0.049280740330924735,bnn,mordred,test
0.06912644599011555,0.020391102792053077,0.022481519631007946,-0.07654161570037943,0.04574291469101438,0.049104966032550074,bnn,graphembed,test
0.0,0.0,0.0,0.0,0.0,0.0,bnn,graphnet,test
0.059486058194026,0.018254972975367705,0.02053924970957134,0.1653062596849911,0.04793828518265028,0.04413867615462283,ngboost,mfp,test
0.03376379659164744,0.01638001112489416,0.018194935465768808,0.21200759800736815,0.045675212945698096,0.04331734472779661,ngboost,mordred,test
0.02864711564967412,0.010302977385945218,0.012559510800007848,0.12879347456239573,0.04448325695025804,0.04464160192392086,ngboost,graphembed,test
0.0,0.0,0.0,0.0,0.0,0.0,ngboost,graphnet,test
0.0,0.0,0.0,0.0,0.0,0.0,gnngp,mfp,test
0.0,0.0,0.0,0.0,0.0,0.0,gnngp,mordred,test
0.0,0.0,0.0,0.0,0.0,0.0,gnngp,graphembed,test
0.2193739810384547,0.020350855041644522,0.02139334130781495,-0.06180877570447518,0.042761910185678265,0.0454676014822908,gnngp,graphnet,test
