absCVPParea,absCVPParea_CI_bot,absCVPParea_CI_top,kendall,kendall_CI_bot,kendall_CI_top,method,feature,split
0.09068930041152264,0.056293958099513666,0.07026608679386455,-0.11320952178096198,0.17430537332055224,0.17558847941123018,sngp,mfp,test
0.09147399925177703,0.05014309764309762,0.07133323980546201,-0.11936522529920407,0.1961705991403393,0.20511191954498775,sngp,mordred,test
0.09749453797231575,0.060929816685372264,0.0711965394687617,0.04060462770084614,0.1646772003955986,0.16682723967420307,sngp,graphembed,test
0.0,0.0,0.0,0.0,0.0,0.0,sngp,graphnet,test
0.07961090534979423,0.05099137673026559,0.06687478488589599,-0.00025447202155441006,0.17590768163970733,0.19286478612427,gp,mfp,test
0.1772757575757576,0.07038602693602693,0.06652895622895619,-0.1700866278609539,0.22340750056738407,0.2628627410520603,gp,mordred,test
0.08075860456416012,0.047278432472876886,0.06604695099139543,0.08899300792263097,0.19917182497902713,0.1796245034678564,gp,graphembed,test
0.0,0.0,0.0,0.0,0.0,0.0,gp,graphnet,test
0.27433849607182936,0.07417435465768799,0.06926840628507297,-0.1441927634336971,0.20202334426587773,0.20686127196513193,bnn,mfp,test
0.3511863823419379,0.06280675271230829,0.05841799476243914,0.5047625311540955,0.11764944837538266,0.10783266369212607,bnn,mordred,test
0.11550260007482228,0.05877280209502432,0.08466575009352785,-0.18675808930337365,0.17770192951795813,0.1965535622836284,bnn,graphembed,test
0.0,0.0,0.0,0.0,0.0,0.0,bnn,graphnet,test
0.04972298915076692,0.0265304152637486,0.04198529741863072,0.039541915578143245,0.19725818044402743,0.1967478134917898,ngboost,mfp,test
0.16128062102506543,0.07495486344930789,0.07693907594463151,0.0021907382140598313,0.18858097547546052,0.18469112991780828,ngboost,mordred,test
0.06227613168724278,0.03511563786008229,0.0461497942386831,0.08621184691506265,0.22441254172187533,0.21796659863765186,ngboost,graphembed,test
0.0,0.0,0.0,0.0,0.0,0.0,ngboost,graphnet,test
0.0,0.0,0.0,0.0,0.0,0.0,gnngp,mfp,test
0.0,0.0,0.0,0.0,0.0,0.0,gnngp,mordred,test
0.0,0.0,0.0,0.0,0.0,0.0,gnngp,graphembed,test
0.09235377852600073,0.04454607182940516,0.06775144032921811,0.08074598363883592,0.2216733514449958,0.20558255218435642,gnngp,graphnet,test
