smi,y,trace,model,feature,dataset,goal,acq_func,run,eval
Clc1ccccc1,-1.12,-1.12,nn,mfp,freesolv,minimize,ucb,0,0
CCCCCC(N)=O,-9.31,-9.31,nn,mfp,freesolv,minimize,ucb,0,1
CCCOC(=O)CCC,-2.28,-9.31,nn,mfp,freesolv,minimize,ucb,0,2
ClC(Cl)(Cl)C(Cl)(Cl)Cl,-0.64,-9.31,nn,mfp,freesolv,minimize,ucb,0,3
Cc1cccs1,-1.38,-9.31,nn,mfp,freesolv,minimize,ucb,0,4
FC(F)(F)CCl,0.06,-9.31,nn,mfp,freesolv,minimize,ucb,0,5
c1ccc2c(c1)CCC2,-1.46,-9.31,nn,mfp,freesolv,minimize,ucb,0,6
CCC[N+](=O)[O-],-3.34,-9.31,nn,mfp,freesolv,minimize,ucb,0,7
COC(C)(OC)OC,-4.42,-9.31,nn,mfp,freesolv,minimize,ucb,0,8
CCSSCC,-1.64,-9.31,nn,mfp,freesolv,minimize,ucb,0,9
CCCC,2.1,-9.31,nn,mfp,freesolv,minimize,ucb,0,10
Oc1ccccc1I,-6.2,-9.31,nn,mfp,freesolv,minimize,ucb,0,11
CCOP(=S)(OCC)SCSCC,-4.37,-9.31,nn,mfp,freesolv,minimize,ucb,0,12
C#CCCCCC,0.6,-9.31,nn,mfp,freesolv,minimize,ucb,0,13
CCCSC(=O)N(CCC)CCC,-4.13,-9.31,nn,mfp,freesolv,minimize,ucb,0,14
CCCOC(C)=O,-2.79,-9.31,nn,mfp,freesolv,minimize,ucb,0,15
CCc1ccc(O)cc1,-6.13,-9.31,nn,mfp,freesolv,minimize,ucb,0,16
ClC1=C(Cl)[C@]2(Cl)[C@H]3[C@H]4C[C@H]([C@@H]5O[C@@H]54)[C@H]3[C@@]1(Cl)C2(Cl)Cl,-4.82,-9.31,nn,mfp,freesolv,minimize,ucb,0,17
Cc1cncc(C)c1,-4.84,-9.31,nn,mfp,freesolv,minimize,ucb,0,18
Clc1cc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,-4.61,-9.31,nn,mfp,freesolv,minimize,ucb,0,19
Oc1cccc2ccccc12,-7.67,-9.31,nn,mfp,freesolv,minimize,ucb,0,20
COC=O,-2.78,-9.31,nn,mfp,freesolv,minimize,ucb,0,21
c1ccc2cc3ccccc3cc2c1,-3.95,-9.31,nn,mfp,freesolv,minimize,ucb,0,22
Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,-9.41,-9.41,nn,mfp,freesolv,minimize,ucb,0,23
CCC,2.0,-9.41,nn,mfp,freesolv,minimize,ucb,0,24
Cc1ccc(C(=O)N(C)C)cc1,-9.76,-9.76,nn,mfp,freesolv,minimize,ucb,0,25
COc1ccc(C(=O)N(C)C)cc1,-11.01,-11.01,nn,mfp,freesolv,minimize,ucb,0,26
COc1ccc(C(C)=O)cc1,-4.4,-11.01,nn,mfp,freesolv,minimize,ucb,0,27
CN(C)C(=O)c1ccc([N+](=O)[O-])cc1,-11.95,-11.95,nn,mfp,freesolv,minimize,ucb,0,28
COC(=O)c1ccc([N+](=O)[O-])cc1,-6.88,-11.95,nn,mfp,freesolv,minimize,ucb,0,29
CN(C)C(=O)c1ccccc1,-9.29,-11.95,nn,mfp,freesolv,minimize,ucb,0,30
O=[N+]([O-])c1ccc(O)cc1,-10.64,-11.95,nn,mfp,freesolv,minimize,ucb,0,31
Nc1ccc([N+](=O)[O-])cc1,-9.82,-11.95,nn,mfp,freesolv,minimize,ucb,0,32
O=[N+]([O-])c1ccccc1,-4.12,-11.95,nn,mfp,freesolv,minimize,ucb,0,33
O=[N+]([O-])c1cccc(O)c1,-9.62,-11.95,nn,mfp,freesolv,minimize,ucb,0,34
Cc1cccc([N+](=O)[O-])c1,-3.45,-11.95,nn,mfp,freesolv,minimize,ucb,0,35
Nc1cccc([N+](=O)[O-])c1,-8.84,-11.95,nn,mfp,freesolv,minimize,ucb,0,36
Cc1ccccc1[N+](=O)[O-],-3.58,-11.95,nn,mfp,freesolv,minimize,ucb,0,37
O=[N+]([O-])c1ccccc1O,-4.58,-11.95,nn,mfp,freesolv,minimize,ucb,0,38
CC(=O)c1ccc(C)cc1,-4.7,-11.95,nn,mfp,freesolv,minimize,ucb,0,39
CN(C)C(=O)Nc1ccccc1,-9.13,-11.95,nn,mfp,freesolv,minimize,ucb,0,40
Nc1ccccc1[N+](=O)[O-],-7.37,-11.95,nn,mfp,freesolv,minimize,ucb,0,41
COC(=O)c1ccc(O)cc1,-9.51,-11.95,nn,mfp,freesolv,minimize,ucb,0,42
CC(=O)c1ccccc1,-4.58,-11.95,nn,mfp,freesolv,minimize,ucb,0,43
C[N+](=O)[O-],-4.02,-11.95,nn,mfp,freesolv,minimize,ucb,0,44
CC(=O)c1ccncc1,-7.62,-11.95,nn,mfp,freesolv,minimize,ucb,0,45
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],-3.25,-11.95,nn,mfp,freesolv,minimize,ucb,0,46
CCCN(CCC)c1c([N+](=O)[O-])cc(S(C)(=O)=O)cc1[N+](=O)[O-],-7.98,-11.95,nn,mfp,freesolv,minimize,ucb,0,47
CC(C)[N+](=O)[O-],-3.13,-11.95,nn,mfp,freesolv,minimize,ucb,0,48
CC[N+](=O)[O-],-3.71,-11.95,nn,mfp,freesolv,minimize,ucb,0,49
CC(=O)c1cccnc1,-8.26,-11.95,nn,mfp,freesolv,minimize,ucb,0,50
CCCOC(=O)c1ccc(O)cc1,-9.37,-11.95,nn,mfp,freesolv,minimize,ucb,0,51
NC(=O)c1ccccc1,-11.0,-11.95,nn,mfp,freesolv,minimize,ucb,0,52
O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-5.22,-11.95,nn,mfp,freesolv,minimize,ucb,0,53
CCOC(=O)c1ccccc1,-3.64,-11.95,nn,mfp,freesolv,minimize,ucb,0,54
CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],-5.66,-11.95,nn,mfp,freesolv,minimize,ucb,0,55
CCCN(CC1CC1)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],-2.45,-11.95,nn,mfp,freesolv,minimize,ucb,0,56
CCCC[N+](=O)[O-],-3.09,-11.95,nn,mfp,freesolv,minimize,ucb,0,57
CN(C)c1ccccc1,-3.45,-11.95,nn,mfp,freesolv,minimize,ucb,0,58
O=[N+]([O-])OCCO,-8.18,-11.95,nn,mfp,freesolv,minimize,ucb,0,59
CC(C)CO[N+](=O)[O-],-1.88,-11.95,nn,mfp,freesolv,minimize,ucb,0,60
O=[N+]([O-])C(Cl)(Cl)Cl,-1.45,-11.95,nn,mfp,freesolv,minimize,ucb,0,61
CC[C@H](C)O[N+](=O)[O-],-1.82,-11.95,nn,mfp,freesolv,minimize,ucb,0,62
CCCCC[N+](=O)[O-],-2.82,-11.95,nn,mfp,freesolv,minimize,ucb,0,63
COc1c(Cl)ccc(Cl)c1C(=O)O,-9.86,-11.95,nn,mfp,freesolv,minimize,ucb,0,64
CNC(=O)Oc1cccc2c1OC(C)(C)C2,-9.61,-11.95,nn,mfp,freesolv,minimize,ucb,0,65
CCc1cccc(CC)c1N(COC)C(=O)CCl,-8.21,-11.95,nn,mfp,freesolv,minimize,ucb,0,66
CCc1ccccc1O,-5.66,-11.95,nn,mfp,freesolv,minimize,ucb,0,67
CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,-7.0,-11.95,nn,mfp,freesolv,minimize,ucb,0,68
CC(=O)Oc1ccccc1C(=O)O,-9.94,-11.95,nn,mfp,freesolv,minimize,ucb,0,69
C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1,-10.78,-11.95,nn,mfp,freesolv,minimize,ucb,0,70
Cc1cccc(Nc2ccccc2C(=O)O)c1C,-6.78,-11.95,nn,mfp,freesolv,minimize,ucb,0,71
C[C@@H](CO[N+](=O)[O-])O[N+](=O)[O-],-4.95,-11.95,nn,mfp,freesolv,minimize,ucb,0,72
Cc1ccc(O)cc1,-6.13,-11.95,nn,mfp,freesolv,minimize,ucb,0,73
Cc1cc(C)cc(O)c1,-6.27,-11.95,nn,mfp,freesolv,minimize,ucb,0,74
CCCCCCO[N+](=O)[O-],-1.66,-11.95,nn,mfp,freesolv,minimize,ucb,0,75
CCCCC(=O)CCCC,-2.64,-11.95,nn,mfp,freesolv,minimize,ucb,0,76
Cc1cccc(C)c1O,-5.26,-11.95,nn,mfp,freesolv,minimize,ucb,0,77
O=[N+]([O-])OCCCO[N+](=O)[O-],-4.8,-11.95,nn,mfp,freesolv,minimize,ucb,0,78
CN(CC(F)(F)F)c1ccccc1,-1.92,-11.95,nn,mfp,freesolv,minimize,ucb,0,79
CN(C)C=O,-7.81,-11.95,nn,mfp,freesolv,minimize,ucb,0,80
C=C(c1ccccc1)c1ccccc1,-2.78,-11.95,nn,mfp,freesolv,minimize,ucb,0,81
Cc1ccc(C)nc1,-4.72,-11.95,nn,mfp,freesolv,minimize,ucb,0,82
CC(=O)C1CCCCC1,-3.9,-11.95,nn,mfp,freesolv,minimize,ucb,0,83
Brc1ccc(Br)cc1,-2.3,-11.95,nn,mfp,freesolv,minimize,ucb,0,84
Cc1cccc(O)c1,-5.49,-11.95,nn,mfp,freesolv,minimize,ucb,0,85
CC(=O)C(C)C,-3.24,-11.95,nn,mfp,freesolv,minimize,ucb,0,86
CNC(=O)Oc1cccc2ccccc12,-9.45,-11.95,nn,mfp,freesolv,minimize,ucb,0,87
