smi,y,trace,model,feature,dataset,goal,acq_func,run,eval
CCc1cc(CC2CS(=O)(=O)CC([NH2+]Cc3cccc(C(C)(C)C)c3)C2O)cc(F)c1NC(C)=O,1,1,ngboost,mordred,bace,maximize,greedy_binary,0,0
CC(C)c1cccc(C[NH2+]CC(O)C2COC/C=C\CCN(C)C(=O)c3cc(cc(N(C)S(C)(=O)=O)c3)C(=O)N2)c1,1,2,ngboost,mordred,bace,maximize,greedy_binary,0,1
CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4cccc(C(F)(F)F)c4)cc32)N=C1N,1,3,ngboost,mordred,bace,maximize,greedy_binary,0,2
CCn1nnc2c(N3CCCC3=O)cc(C(=O)NC(Cc3ccccc3)C(O)C[NH2+]Cc3cccc(C(F)(F)F)c3)cc21,1,4,ngboost,mordred,bace,maximize,greedy_binary,0,3
CN1CC(C)(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)N=C(N)C1=O,0,4,ngboost,mordred,bace,maximize,greedy_binary,0,4
CN1C(=O)C2(CC(C)(C)Cc3ccc(-c4cncc(Cl)c4)cc32)N=C1N,1,5,ngboost,mordred,bace,maximize,greedy_binary,0,5
CCn1cc2c3c(cc(C(=O)NC(Cc4ccccc4)[C@H](O)C[NH2+]CCF)cc31)N(C)S(=O)(=O)CC2,1,6,ngboost,mordred,bace,maximize,greedy_binary,0,6
CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2cccc(C#CCCO)c2)N=C1N,1,7,ngboost,mordred,bace,maximize,greedy_binary,0,7
CCOC[C@@H](Oc1cc(C[C@@H]2CS(=O)(=O)C[C@H]([NH2+]Cc3cccc(C(C)(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,1,8,ngboost,mordred,bace,maximize,greedy_binary,0,8
CC(F)C(=O)NC(Cc1ccc2c(c1)OCO2)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,1,9,ngboost,mordred,bace,maximize,greedy_binary,0,9
CC1(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C(N)c2ccccc2O1,0,9,ngboost,mordred,bace,maximize,greedy_binary,0,10
CCCCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2ccc(OCCO)c(N)n2)cc1,0,9,ngboost,mordred,bace,maximize,greedy_binary,0,11
COc1cccc(C[NH2+]C[C@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cccc(N(C)S(C)(=O)=O)c2)c1,1,10,ngboost,mordred,bace,maximize,greedy_binary,0,12
CC[C@H](C)[C@@]1(NC(C)=O)CCN([C@@H](CCc2ccccc2)C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C[NH2+]Cc2cccc(OC)c2)C1=O,1,11,ngboost,mordred,bace,maximize,greedy_binary,0,13
COc1cccc(-c2cccc(C3(c4ccncc4)N=C(N)N4CCCN=C43)c2)c1F,1,12,ngboost,mordred,bace,maximize,greedy_binary,0,14
Nc1nc2cc(Cl)ccc2n1CCCC(=O)NCC1CC1,0,12,ngboost,mordred,bace,maximize,greedy_binary,0,15
COCC(=O)NC(Cc1cccc(-c2ncco2)c1)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,1,13,ngboost,mordred,bace,maximize,greedy_binary,0,16
CCn1cc(C2(c3cccc(NC(=O)c4ccccn4)c3)N=C(N)c3c(F)cccc32)cc(C)c1=O,1,14,ngboost,mordred,bace,maximize,greedy_binary,0,17
CC(C)CNC(=O)[C@H](C)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)c1ccc(Cl)cc1Cl,0,14,ngboost,mordred,bace,maximize,greedy_binary,0,18
CC(C)(C)Cc1cnc2c(c1)C([NH2+]CC(O)C(Cc1ccc3c(c1)OCO3)NC(=O)c1cccnc1)CC1(CCC1)O2,1,15,ngboost,mordred,bace,maximize,greedy_binary,0,19
COc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)ccn1,0,15,ngboost,mordred,bace,maximize,greedy_binary,0,20
Cn1c(N)nc(C2CC2c2ccc(-c3ccccc3)cc2)cc1=O,0,15,ngboost,mordred,bace,maximize,greedy_binary,0,21
COc1ccc([C@@]2(c3cccc(-c4cccnc4)c3)C[C@@H](OC)C(N)=[NH+]2)cc1,0,15,ngboost,mordred,bace,maximize,greedy_binary,0,22
CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H]([NH3+])CNC(=O)c1nnn[n-]1)C(C)C)C(=O)NC[C@](O)(CCc1ccccc1)C(=O)Nc1cccc(C(=O)[O-])c1,0,15,ngboost,mordred,bace,maximize,greedy_binary,0,23
CCCCC1CCN(C(CCc2ccccc2)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2CC(O)C[NH2+]2)C1=O,1,16,ngboost,mordred,bace,maximize,greedy_binary,0,24
CCCCCCN1C(=O)C(c2ccccc2)(C2CCCCC2)N=C1N,0,16,ngboost,mordred,bace,maximize,greedy_binary,0,25
NC1=NC(c2ccncc2)(c2cccc(-c3cncnc3)c2)c2ccccc21,0,16,ngboost,mordred,bace,maximize,greedy_binary,0,26
CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2ccc(F)c(C#CC3CC3)c2)N=C1N,1,17,ngboost,mordred,bace,maximize,greedy_binary,0,27
CC(NC(=O)c1cc(C(=O)OCC(O)(C[NH3+])Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,0,17,ngboost,mordred,bace,maximize,greedy_binary,0,28
CCCCn1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cn1,1,18,ngboost,mordred,bace,maximize,greedy_binary,0,29
COc1cccc(-c2cccc(C3(C)COCC(N)=N3)c2)c1,0,18,ngboost,mordred,bace,maximize,greedy_binary,0,30
COc1cccc(-c2cccc(C3(c4ccccc4)NC(=[NH2+])N(C)C3=O)c2)c1,1,19,ngboost,mordred,bace,maximize,greedy_binary,0,31
CCCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2cccc(N)n2)cc1,0,19,ngboost,mordred,bace,maximize,greedy_binary,0,32
