smi,y,trace,model,feature,dataset,goal,acq_func,run,eval
CSC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1,1,sngp,mfp,bbbp,maximize,greedy_binary,0,0
CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,1,2,sngp,mfp,bbbp,maximize,greedy_binary,0,1
CC(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1,1,3,sngp,mfp,bbbp,maximize,greedy_binary,0,2
Cc1cccc(C)c1NC(=O)CN1CCCC1=O,1,4,sngp,mfp,bbbp,maximize,greedy_binary,0,3
CCCOC(=O)c1cncn1C(C)c1ccccc1,1,5,sngp,mfp,bbbp,maximize,greedy_binary,0,4
Cc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,1,6,sngp,mfp,bbbp,maximize,greedy_binary,0,5
O=C(c1cccnc1)N1CCOCC1,1,7,sngp,mfp,bbbp,maximize,greedy_binary,0,6
CC(C)=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,1,8,sngp,mfp,bbbp,maximize,greedy_binary,0,7
O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,1,9,sngp,mfp,bbbp,maximize,greedy_binary,0,8
NCCc1nccs1,1,10,sngp,mfp,bbbp,maximize,greedy_binary,0,9
COc1cc(CCN)cc(OC)c1OC,1,11,sngp,mfp,bbbp,maximize,greedy_binary,0,10
CC(=O)C12OC(C)(C)OC1CC1C3CCC4=CC(=O)CCC4(C)C3CCC12C,1,12,sngp,mfp,bbbp,maximize,greedy_binary,0,11
COCN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,1,13,sngp,mfp,bbbp,maximize,greedy_binary,0,12
O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O,1,14,sngp,mfp,bbbp,maximize,greedy_binary,0,13
Clc1ccc2c(c1)[C@H]1CNC[C@H]1c1ccccc1O2,1,15,sngp,mfp,bbbp,maximize,greedy_binary,0,14
