mean_hit,std_hit,ci_hit,method,feature
0.6354166666666666,0.09958682002264266,0.035636685867650904,1-nn,mfp
0.0,0.0,0.0,1-nn,mordred
0.0,0.0,0.0,1-nn,graphnet
0.7291666666666666,0.09455671431591849,0.033836685657674816,bnn,mfp
0.5375,0.1125,0.04025760797662971,bnn,mordred
0.0,0.0,0.0,bnn,graphnet
0.0,0.0,0.0,gnngp,mfp
0.0,0.0,0.0,gnngp,mordred
0.7375,0.11902380714238084,0.04259212238065731,gnngp,graphnet
0.7791666666666667,0.08343743497708661,0.02985770264784964,gp,mfp
0.7958333333333333,0.08374896350934075,0.029969181701405393,gp,mordred
0.0,0.0,0.0,gp,graphnet
0.76875,0.11427990126585398,0.04089453746461066,ngboost,mfp
0.8020833333333334,0.11757459216268717,0.042073527460422935,ngboost,mordred
0.0,0.0,0.0,ngboost,graphnet
0.6104166666666667,0.12256305066735607,0.043858624410544216,random,mfp
0.0,0.0,0.0,random,mordred
0.0,0.0,0.0,random,graphnet
0.7208333333333333,0.11606990230986766,0.04153508111178986,sngp,mfp
0.5854166666666667,0.1157891102632521,0.04143460096836226,sngp,mordred
0.0,0.0,0.0,sngp,graphnet
