absCVPParea,absCVPParea_CI_bot,absCVPParea_CI_top,kendall,kendall_CI_bot,kendall_CI_top,method,feature,split
0.2675592447916667,0.03420240162037039,0.03250224247685185,-0.09754341085504253,0.10719294950135028,0.11548009989458,sngp,mfp,test
0.3598748553240741,0.027127459490740746,0.024022714120370325,0.061657423698513056,0.1315915356594137,0.13546330352816527,sngp,mordred,test
0.34639496527777774,0.030500506365740643,0.026152777777777858,0.020557093674881132,0.12052267974269325,0.12520910819364858,sngp,graphembed,test
0.0,0.0,0.0,0.0,0.0,0.0,sngp,graphnet,test
0.14749135963220167,0.042313769933127576,0.04073382844650206,0.10819853426128251,0.12816942488838587,0.12671797495561832,gp,mfp,test
0.1058423514660494,0.04761350630144033,0.048673345871913604,0.3945437733433439,0.09545058504736503,0.09298140234611252,gp,mordred,test
0.2706652922453704,0.035950303819444446,0.03301490162037035,0.06834723259515521,0.1281290080812374,0.1357513289288697,gp,graphembed,test
0.0,0.0,0.0,0.0,0.0,0.0,gp,graphnet,test
0.24205077321244856,0.053982920203189344,0.05077510931069956,0.037273867659896424,0.12736563353291228,0.13730472185365183,bnn,mfp,test
0.11286961484053498,0.03746311567644031,0.041139716756687233,0.09783381706245627,0.11695731776854532,0.11298047797430298,bnn,mordred,test
0.14739631558641975,0.038820650077160485,0.03757547260802471,0.02196019970097213,0.11734636336241078,0.1148005125548743,bnn,graphembed,test
0.0,0.0,0.0,0.0,0.0,0.0,bnn,graphnet,test
0.03154808867026749,0.015565618569958837,0.026182428305041125,0.17184047693319093,0.13242952259935878,0.11535893543217746,ngboost,mfp,test
0.05210920621141974,0.023589361496913572,0.02982016782407406,0.22071882546161517,0.11874309630853919,0.10952043300627781,ngboost,mordred,test
0.036225236304012344,0.017450118955761332,0.027584482703189257,0.1451758307111437,0.11581812910576818,0.11821377794506949,ngboost,graphembed,test
0.0,0.0,0.0,0.0,0.0,0.0,ngboost,graphnet,test
0.0,0.0,0.0,0.0,0.0,0.0,gnngp,mfp,test
0.0,0.0,0.0,0.0,0.0,0.0,gnngp,mordred,test
0.0,0.0,0.0,0.0,0.0,0.0,gnngp,graphembed,test
0.08729808063271606,0.04436127989969135,0.04443115837191357,0.22208776578761535,0.09887863801704058,0.09743989090183264,gnngp,graphnet,test
