ece,ece_CI_bot,ece_CI_top,mce,mce_CI_bot,mce_CI_top,auroc,auroc_CI_bot,auroc_CI_top,R^2,R^2_CI_bot,R^2_CI_top,brier,brier_CI_bot,brier_CI_top,method,feature,split
0.1840125296032609,0.06746316484116294,0.07210421891072907,0.462463215805009,0.20682927075147695,0.16555368765594808,0.889568396082831,0.040421002026720276,0.03629282794818145,0.5327395736619439,0.3139973413961173,0.27409879299677387,0.13171112155983494,0.01803272311905084,0.017965355640047753,sngp,mfp,test
0.19280891292815464,0.062156246696758566,0.0688621033429179,0.45206029143351545,0.1672095935120697,0.2178095694242097,0.878298755028763,0.04325072795967655,0.0386024800745447,0.14705671357545988,0.7612922592016841,0.5213426334398192,0.14860221914895014,0.027587761257025237,0.030625169812631525,sngp,mordred,test
0.1547808364364147,0.04347234569266625,0.0496133263791691,0.3985687839000115,0.14316105480081726,0.16629207419088776,0.8726608183041722,0.0395510757526486,0.039177523366940914,0.5555404128637865,0.32695168362035776,0.23234492900946702,0.22454700976397277,0.003384732609869545,0.003362019609696565,sngp,graphembed,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sngp,graphnet,test
0.09404281703766848,0.032036989779979576,0.0368408137244399,0.22569689184064273,0.09028136156527866,0.11070730911454713,0.9174245589989045,0.03415061864217683,0.026184566062680492,0.8884518788476733,0.07953864048836523,0.058753691407619324,0.11888794192493057,0.017906980912359025,0.01854875582467211,gp,mfp,test
0.09228124272368152,0.03516648367200805,0.03853333971660852,0.2307559452687613,0.1149244601009939,0.1578703349353886,0.9142224999211565,0.03170841595896401,0.029436182198955052,0.8787832199765344,0.10059179314659583,0.07429015563135877,0.12049820729275984,0.018523800001221488,0.01960061207921171,gp,mordred,test
0.1545815316280943,0.05381498299574959,0.060648299274085465,0.44577655719625975,0.20142315595933497,0.13410024651990948,0.86388643882233,0.04298092310804191,0.03900029018806295,0.5554510776080962,0.2851310878002095,0.2227192790515965,0.14831935241319552,0.029355617957644298,0.030929165846672935,gp,graphembed,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gp,graphnet,test
0.13938607241212703,0.0520983738222377,0.05509448382064472,0.35683368152941214,0.1425406128431371,0.18252078884278783,0.9176573684428851,0.02958764994362828,0.027469541147896903,0.6514817064416497,0.27014851650674515,0.20090081151058659,0.12017008853039685,0.02627311316787541,0.027824977265621775,bnn,mfp,test
0.17029122843032868,0.0405900975397783,0.04225130134014088,0.3796179444662106,0.10870953261319521,0.10901219964194925,0.8943558044594042,0.03736560646664289,0.03250918276355508,0.5810066231989512,0.21187604638101543,0.16621145741302823,0.15250852753645688,0.02433127523174969,0.02537832722855407,bnn,mordred,test
0.14958690547333067,0.05607627777297411,0.060995854982853925,0.3823746381891664,0.20453371328754472,0.2058220179746154,0.8665221993512876,0.04327829621380275,0.03854625280226631,0.5951210987552679,0.3460818598044695,0.24908146023322175,0.14955667260130132,0.028148674690269604,0.03102613171544147,bnn,graphembed,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bnn,graphnet,test
0.09582461356943758,0.034617320071049305,0.038298354086136466,0.22061129852040445,0.0946356314196013,0.1437662453026871,0.8938904599283339,0.034855115047044416,0.03292902436254752,0.8823211410526083,0.09439967089413992,0.06933618963709232,0.13718873726145725,0.019054516448112277,0.019315616876785013,ngboost,mfp,test
0.07562569117272608,0.030743646708952785,0.03806026383826373,0.20071934496813418,0.09171595875849599,0.1517842762041863,0.8900787240711105,0.037538463982821346,0.032607377079087896,0.9083186243054027,0.09500482245539998,0.060630809060475244,0.13534928490648548,0.019926416269591227,0.02000575700606816,ngboost,mordred,test
0.1710759887116115,0.06853919300943773,0.08693495164630649,0.5039674331645295,0.2856082574702298,0.35424307619062745,0.859146280262727,0.046402829359924236,0.04178974002953062,0.2742695517163121,1.0201257073916057,0.5265509638699122,0.14810085597342162,0.030413639331134265,0.03380829925591308,ngboost,graphembed,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ngboost,graphnet,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gnngp,mfp,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gnngp,mordred,test
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gnngp,graphembed,test
0.12730833816735515,0.04688245057556485,0.04900802352770531,0.33230628976653326,0.14849961463021813,0.18036813115025246,0.8427372723352851,0.04327037306962922,0.04093044687130698,0.5330076835562447,0.4195093256525152,0.2974690574162788,0.16299619583251881,0.021930477404746934,0.022691254698363417,gnngp,graphnet,test
