smi,y,trace,model,feature,dataset,goal,acq_func,run,eval
Cc1ccc(C)cc1,-2.77,-2.77,ngboost,mordred,delaney,minimize,ucb,0,0
CN(C)c1nc(N(C)C)nc(N(C)C)n1,-3.364,-3.364,ngboost,mordred,delaney,minimize,ucb,0,1
Sc1nc2ccccc2s1,-3.18,-3.364,ngboost,mordred,delaney,minimize,ucb,0,2
Clc1ccccc1Br,-3.19,-3.364,ngboost,mordred,delaney,minimize,ucb,0,3
Oc1ccc(-c2ccccc2)cc1,-3.48,-3.48,ngboost,mordred,delaney,minimize,ucb,0,4
O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,-2.89,-3.48,ngboost,mordred,delaney,minimize,ucb,0,5
Brc1ccc2ccccc2c1,-4.4,-4.4,ngboost,mordred,delaney,minimize,ucb,0,6
NC(=S)Nc1ccccc1,-1.77,-4.4,ngboost,mordred,delaney,minimize,ucb,0,7
CCNc1ccccc1,-1.7,-4.4,ngboost,mordred,delaney,minimize,ucb,0,8
CCOc1ccccc1,-2.33,-4.4,ngboost,mordred,delaney,minimize,ucb,0,9
C=CC(C)(O)CCC=C(C)C,-1.99,-4.4,ngboost,mordred,delaney,minimize,ucb,0,10
Clc1ccc(-c2ccccc2Cl)cc1,-5.28,-5.28,ngboost,mordred,delaney,minimize,ucb,0,11
CCCCCCCCCC(=O)OCC,-4.1,-5.28,ngboost,mordred,delaney,minimize,ucb,0,12
C=CC(C)C,-2.73,-5.28,ngboost,mordred,delaney,minimize,ucb,0,13
COc1ccc(C(O)(c2cncnc2)C2CC2)cc1,-2.596,-5.28,ngboost,mordred,delaney,minimize,ucb,0,14
Fc1cccc(Br)c1,-2.67,-5.28,ngboost,mordred,delaney,minimize,ucb,0,15
Brc1ccc(I)cc1,-4.56,-5.28,ngboost,mordred,delaney,minimize,ucb,0,16
ICI,-2.34,-5.28,ngboost,mordred,delaney,minimize,ucb,0,17
CC1CCCO1,0.11,-5.28,ngboost,mordred,delaney,minimize,ucb,0,18
Clc1ccccc1Cl,-3.05,-5.28,ngboost,mordred,delaney,minimize,ucb,0,19
Nc1ccccc1O,-0.72,-5.28,ngboost,mordred,delaney,minimize,ucb,0,20
Nc1ccc([N+](=O)[O-])cc1,-2.37,-5.28,ngboost,mordred,delaney,minimize,ucb,0,21
CCN(CC)c1nc(Cl)nc(NC(C)C)n1,-3.785,-5.28,ngboost,mordred,delaney,minimize,ucb,0,22
CC,-1.36,-5.28,ngboost,mordred,delaney,minimize,ucb,0,23
Nc1cnn(-c2ccccc2)c(=O)c1Br,-3.127,-5.28,ngboost,mordred,delaney,minimize,ucb,0,24
CCC(C)CO,-0.47,-5.28,ngboost,mordred,delaney,minimize,ucb,0,25
C=CCCCCCCCC,-5.51,-5.51,ngboost,mordred,delaney,minimize,ucb,0,26
Oc1cccc2ccccc12,-2.22,-5.51,ngboost,mordred,delaney,minimize,ucb,0,27
CCCCCCCCCCCCCCCO,-6.35,-6.35,ngboost,mordred,delaney,minimize,ucb,0,28
Cc1cccc(N)c1,-0.85,-6.35,ngboost,mordred,delaney,minimize,ucb,0,29
Clc1ccc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,-8.94,-8.94,ngboost,mordred,delaney,minimize,ucb,0,30
CCNc1nc(Cl)nc(N(CC)CC)n1,-4.06,-8.94,ngboost,mordred,delaney,minimize,ucb,0,31
ClC=C(Cl)Cl,-1.96,-8.94,ngboost,mordred,delaney,minimize,ucb,0,32
CC(=O)OCC(COC(C)=O)OC(C)=O,-0.6,-8.94,ngboost,mordred,delaney,minimize,ucb,0,33
CCCC(C)C,-3.74,-8.94,ngboost,mordred,delaney,minimize,ucb,0,34
c1ccc2nc(-c3ccc4ccccc4n3)ccc2c1,-5.4,-8.94,ngboost,mordred,delaney,minimize,ucb,0,35
CCC(C=O)CC,-1.52,-8.94,ngboost,mordred,delaney,minimize,ucb,0,36
CCCOC(=O)CC,-0.82,-8.94,ngboost,mordred,delaney,minimize,ucb,0,37
CCCCCCCCC(C)=O,-3.3,-8.94,ngboost,mordred,delaney,minimize,ucb,0,38
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,-1.8,-8.94,ngboost,mordred,delaney,minimize,ucb,0,39
CCCCC,-3.18,-8.94,ngboost,mordred,delaney,minimize,ucb,0,40
CCCCc1c(C)nc(NCC)[nH]c1=O,-3.028,-8.94,ngboost,mordred,delaney,minimize,ucb,0,41
OC1COC(O)C(O)C1O,0.39,-8.94,ngboost,mordred,delaney,minimize,ucb,0,42
CN(C)C(=O)Nc1ccccc1,-1.6,-8.94,ngboost,mordred,delaney,minimize,ucb,0,43
Clc1ccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,-7.66,-8.94,ngboost,mordred,delaney,minimize,ucb,0,44
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,-9.15,-9.15,ngboost,mordred,delaney,minimize,ucb,0,45
Clc1c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,-11.6,-11.6,ngboost,mordred,delaney,minimize,ucb,0,46
